"Step","unsupervised_test_lr:0.00025 - usvl_test/Loss/train","unsupervised_test_lr:0.00025 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.00025 - usvl_test/Loss/train__MAX","unsupervised_test_lr:1e-05 - usvl_test/Loss/train","unsupervised_test_lr:1e-05 - usvl_test/Loss/train__MIN","unsupervised_test_lr:1e-05 - usvl_test/Loss/train__MAX","unsupervised_test_lr:5e-05 - usvl_test/Loss/train","unsupervised_test_lr:5e-05 - usvl_test/Loss/train__MIN","unsupervised_test_lr:5e-05 - usvl_test/Loss/train__MAX","unsupervised_test_lr:0.0001 - usvl_test/Loss/train","unsupervised_test_lr:0.0001 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.0001 - usvl_test/Loss/train__MAX","unsupervised_test_lr:0.0005 - usvl_test/Loss/train","unsupervised_test_lr:0.0005 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.0005 - usvl_test/Loss/train__MAX"
"260","-12.846868634223938","-12.846868634223938","-12.846868634223938","-12.738576382398605","-12.738576382398605","-12.738576382398605","-12.814234465360641","-12.814234465360641","-12.814234465360641","-12.832279711961746","-12.832279711961746","-12.832279711961746","-12.856724719206492","-12.856724719206492","-12.856724719206492"
"261","-12.844258715709051","-12.844258715709051","-12.844258715709051","-12.73865349094073","-12.73865349094073","-12.73865349094073","-12.812410225470861","-12.812410225470861","-12.812410225470861","-12.833972702423731","-12.833972702423731","-12.833972702423731","-12.8569462398688","-12.8569462398688","-12.8569462398688"
"262","-12.845157901446024","-12.845157901446024","-12.845157901446024","-12.738622774680456","-12.738622774680456","-12.738622774680456","-12.814721703529358","-12.814721703529358","-12.814721703529358","-12.835349609454473","-12.835349609454473","-12.835349609454473","-12.858174373706182","-12.858174373706182","-12.858174373706182"
"263","-12.845681230227152","-12.845681230227152","-12.845681230227152","-12.737699975570044","-12.737699975570044","-12.737699975570044","-12.814836661020914","-12.814836661020914","-12.814836661020914","-12.838325242201487","-12.838325242201487","-12.838325242201487","-12.859279920657476","-12.859279920657476","-12.859279920657476"
"264","-12.841742893060049","-12.841742893060049","-12.841742893060049","-12.738145430882772","-12.738145430882772","-12.738145430882772","-12.810256014267603","-12.810256014267603","-12.810256014267603","-12.835127303997675","-12.835127303997675","-12.835127303997675","-12.855036695798239","-12.855036695798239","-12.855036695798239"
"265","-12.843630323807398","-12.843630323807398","-12.843630323807398","-12.738529652357101","-12.738529652357101","-12.738529652357101","-12.809301048517227","-12.809301048517227","-12.809301048517227","-12.83563291033109","-12.83563291033109","-12.83563291033109","-12.853562792142233","-12.853562792142233","-12.853562792142233"
"266","-12.850034912427267","-12.850034912427267","-12.850034912427267","-12.739705483118692","-12.739705483118692","-12.739705483118692","-12.80965452392896","-12.80965452392896","-12.80965452392896","-12.835607757170996","-12.835607757170996","-12.835607757170996","-12.856325725714365","-12.856325725714365","-12.856325725714365"
"267","-12.84714279572169","-12.84714279572169","-12.84714279572169","-12.739884326855341","-12.739884326855341","-12.739884326855341","-12.80932187040647","-12.80932187040647","-12.80932187040647","-12.838086316982904","-12.838086316982904","-12.838086316982904","-12.859098503986994","-12.859098503986994","-12.859098503986994"
"268","-12.849340478579203","-12.849340478579203","-12.849340478579203","-12.739739765723547","-12.739739765723547","-12.739739765723547","-12.81303052107493","-12.81303052107493","-12.81303052107493","-12.837020804484686","-12.837020804484686","-12.837020804484686","-12.861414978901545","-12.861414978901545","-12.861414978901545"
"269","-12.849676738182703","-12.849676738182703","-12.849676738182703","-12.738863825798035","-12.738863825798035","-12.738863825798035","-12.815413117408752","-12.815413117408752","-12.815413117408752","-12.832674026489258","-12.832674026489258","-12.832674026489258","-12.861095070838928","-12.861095070838928","-12.861095070838928"
"270","-12.842316925525665","-12.842316925525665","-12.842316925525665","-12.738263120253881","-12.738263120253881","-12.738263120253881","-12.81738488872846","-12.81738488872846","-12.81738488872846","-12.837438533703486","-12.837438533703486","-12.837438533703486","-12.859578927357992","-12.859578927357992","-12.859578927357992"
"271","-12.84855306148529","-12.84855306148529","-12.84855306148529","-12.73934468626976","-12.73934468626976","-12.73934468626976","-12.815920035044352","-12.815920035044352","-12.815920035044352","-12.836329996585846","-12.836329996585846","-12.836329996585846","-12.862270563840866","-12.862270563840866","-12.862270563840866"
"272","-12.852504014968872","-12.852504014968872","-12.852504014968872","-12.739141871531805","-12.739141871531805","-12.739141871531805","-12.81394749879837","-12.81394749879837","-12.81394749879837","-12.83616828918457","-12.83616828918457","-12.83616828918457","-12.859300235907236","-12.859300235907236","-12.859300235907236"
"273","-12.852062751849493","-12.852062751849493","-12.852062751849493","-12.73995209733645","-12.73995209733645","-12.73995209733645","-12.815488278865814","-12.815488278865814","-12.815488278865814","-12.835817674795786","-12.835817674795786","-12.835817674795786","-12.862159172693888","-12.862159172693888","-12.862159172693888"
"274","-12.849133859078089","-12.849133859078089","-12.849133859078089","-12.7408034602801","-12.7408034602801","-12.7408034602801","-12.818691949049631","-12.818691949049631","-12.818691949049631","-12.83570987979571","-12.83570987979571","-12.83570987979571","-12.859736780325571","-12.859736780325571","-12.859736780325571"
"275","-12.846513042847315","-12.846513042847315","-12.846513042847315","-12.740939418474833","-12.740939418474833","-12.740939418474833","-12.815595587094625","-12.815595587094625","-12.815595587094625","-12.838016410668692","-12.838016410668692","-12.838016410668692","-12.861518204212189","-12.861518204212189","-12.861518204212189"
"276","-12.846679399410883","-12.846679399410883","-12.846679399410883","-12.74218570192655","-12.74218570192655","-12.74218570192655","-12.815592805544535","-12.815592805544535","-12.815592805544535","-12.839050114154816","-12.839050114154816","-12.839050114154816","-12.85965578754743","-12.85965578754743","-12.85965578754743"
"277","-12.849222103754679","-12.849222103754679","-12.849222103754679","-12.742283205191294","-12.742283205191294","-12.742283205191294","-12.815053582191467","-12.815053582191467","-12.815053582191467","-12.839282800753912","-12.839282800753912","-12.839282800753912","-12.8617282807827","-12.8617282807827","-12.8617282807827"
"278","-12.846620947122574","-12.846620947122574","-12.846620947122574","-12.742117861906687","-12.742117861906687","-12.742117861906687","-12.81515688697497","-12.81515688697497","-12.81515688697497","-12.840072602033615","-12.840072602033615","-12.840072602033615","-12.855968038241068","-12.855968038241068","-12.855968038241068"
"279","-12.847776333491007","-12.847776333491007","-12.847776333491007","-12.741709758838018","-12.741709758838018","-12.741709758838018","-12.814347088336945","-12.814347088336945","-12.814347088336945","-12.841827432314554","-12.841827432314554","-12.841827432314554","-12.862273832162222","-12.862273832162222","-12.862273832162222"
"280","-12.85190232594808","-12.85190232594808","-12.85190232594808","-12.741096705198288","-12.741096705198288","-12.741096705198288","-12.815680036942164","-12.815680036942164","-12.815680036942164","-12.840772281090418","-12.840772281090418","-12.840772281090418","-12.85543978214264","-12.85543978214264","-12.85543978214264"
"281","-12.85094783703486","-12.85094783703486","-12.85094783703486","-12.74139999349912","-12.74139999349912","-12.74139999349912","-12.81589326262474","-12.81589326262474","-12.81589326262474","-12.84130808711052","-12.84130808711052","-12.84130808711052","-12.856619675954184","-12.856619675954184","-12.856619675954184"
"282","-12.856101800998053","-12.856101800998053","-12.856101800998053","-12.742269148429235","-12.742269148429235","-12.742269148429235","-12.814268002907435","-12.814268002907435","-12.814268002907435","-12.841328382492065","-12.841328382492065","-12.841328382492065","-12.864979108174643","-12.864979108174643","-12.864979108174643"
"283","-12.856994171937307","-12.856994171937307","-12.856994171937307","-12.741847316424051","-12.741847316424051","-12.741847316424051","-12.816004355748495","-12.816004355748495","-12.816004355748495","-12.841993679602941","-12.841993679602941","-12.841993679602941","-12.864030331373215","-12.864030331373215","-12.864030331373215"
"284","-12.85618923107783","-12.85618923107783","-12.85618923107783","-12.742437650760015","-12.742437650760015","-12.742437650760015","-12.815113921960195","-12.815113921960195","-12.815113921960195","-12.840359270572662","-12.840359270572662","-12.840359270572662","-12.86056254307429","-12.86056254307429","-12.86056254307429"
"285","-12.856582641601562","-12.856582641601562","-12.856582641601562","-12.742211182912191","-12.742211182912191","-12.742211182912191","-12.817449967066446","-12.817449967066446","-12.817449967066446","-12.840710669755936","-12.840710669755936","-12.840710669755936","-12.862720231215159","-12.862720231215159","-12.862720231215159"
"286","-12.852066785097122","-12.852066785097122","-12.852066785097122","-12.742400874694189","-12.742400874694189","-12.742400874694189","-12.815852016210556","-12.815852016210556","-12.815852016210556","-12.840755611658096","-12.840755611658096","-12.840755611658096","-12.862431724866232","-12.862431724866232","-12.862431724866232"
"287","-12.853614042202631","-12.853614042202631","-12.853614042202631","-12.742696394522985","-12.742696394522985","-12.742696394522985","-12.817223876714706","-12.817223876714706","-12.817223876714706","-12.842251499493917","-12.842251499493917","-12.842251499493917","-12.862720787525177","-12.862720787525177","-12.862720787525177"
"288","-12.851801892121633","-12.851801892121633","-12.851801892121633","-12.743143220742544","-12.743143220742544","-12.743143220742544","-12.818556229273478","-12.818556229273478","-12.818556229273478","-12.842425843079885","-12.842425843079885","-12.842425843079885","-12.867525577545166","-12.867525577545166","-12.867525577545166"
"289","-12.85491148630778","-12.85491148630778","-12.85491148630778","-12.742694427569708","-12.742694427569708","-12.742694427569708","-12.815941522518793","-12.815941522518793","-12.815941522518793","-12.842927048603693","-12.842927048603693","-12.842927048603693","-12.863150268793106","-12.863150268793106","-12.863150268793106"
"290","-12.854615459839502","-12.854615459839502","-12.854615459839502","-12.742988308270773","-12.742988308270773","-12.742988308270773","-12.81718111038208","-12.81718111038208","-12.81718111038208","-12.845534533262253","-12.845534533262253","-12.845534533262253","-12.864737252394358","-12.864737252394358","-12.864737252394358"
"291","-12.854821433623632","-12.854821433623632","-12.854821433623632","-12.742005129655203","-12.742005129655203","-12.742005129655203","-12.816474497318268","-12.816474497318268","-12.816474497318268","-12.844793736934662","-12.844793736934662","-12.844793736934662","-12.861039380232492","-12.861039380232492","-12.861039380232492"
"292","-12.858914166688919","-12.858914166688919","-12.858914166688919","-12.743445624907812","-12.743445624907812","-12.743445624907812","-12.816567530234655","-12.816567530234655","-12.816567530234655","-12.845134357611338","-12.845134357611338","-12.845134357611338","-12.862152606248856","-12.862152606248856","-12.862152606248856"
"293","-12.858721057573954","-12.858721057573954","-12.858721057573954","-12.742887636025747","-12.742887636025747","-12.742887636025747","-12.81951101620992","-12.81951101620992","-12.81951101620992","-12.839423070351282","-12.839423070351282","-12.839423070351282","-12.863471378882727","-12.863471378882727","-12.863471378882727"
"294","-12.858125706513723","-12.858125706513723","-12.858125706513723","-12.742758025725683","-12.742758025725683","-12.742758025725683","-12.818504254023233","-12.818504254023233","-12.818504254023233","-12.840325037638346","-12.840325037638346","-12.840325037638346","-12.864623626073202","-12.864623626073202","-12.864623626073202"
"295","-12.85943486293157","-12.85943486293157","-12.85943486293157","-12.743104845285416","-12.743104845285416","-12.743104845285416","-12.819115867217382","-12.819115867217382","-12.819115867217382","-12.841808299223581","-12.841808299223581","-12.841808299223581","-12.863311022520065","-12.863311022520065","-12.863311022520065"
"296","-12.853264739116034","-12.853264739116034","-12.853264739116034","-12.742628316084543","-12.742628316084543","-12.742628316084543","-12.821277866760889","-12.821277866760889","-12.821277866760889","-12.839341749747595","-12.839341749747595","-12.839341749747595","-12.86477099855741","-12.86477099855741","-12.86477099855741"
"297","-12.853010336558023","-12.853010336558023","-12.853010336558023","-12.744201292594274","-12.744201292594274","-12.744201292594274","-12.82110446691513","-12.82110446691513","-12.82110446691513","-12.843173573414484","-12.843173573414484","-12.843173573414484","-12.863026966651281","-12.863026966651281","-12.863026966651281"
"298","-12.858687271674475","-12.858687271674475","-12.858687271674475","-12.744292875130972","-12.744292875130972","-12.744292875130972","-12.821075777212778","-12.821075777212778","-12.821075777212778","-12.84182314078013","-12.84182314078013","-12.84182314078013","-12.863140592972437","-12.863140592972437","-12.863140592972437"
"299","-12.854095806678137","-12.854095806678137","-12.854095806678137","-12.745062241951624","-12.745062241951624","-12.745062241951624","-12.822041034698486","-12.822041034698486","-12.822041034698486","-12.842252790927887","-12.842252790927887","-12.842252790927887","-12.862208078304926","-12.862208078304926","-12.862208078304926"
"300","-12.858052164316177","-12.858052164316177","-12.858052164316177","-12.745468884706497","-12.745468884706497","-12.745468884706497","-12.821833660205206","-12.821833660205206","-12.821833660205206","-12.84720786412557","-12.84720786412557","-12.84720786412557","-12.867496212323507","-12.867496212323507","-12.867496212323507"
"301","-12.856619457403818","-12.856619457403818","-12.856619457403818","-12.744933595259985","-12.744933595259985","-12.744933595259985","-12.82253435254097","-12.82253435254097","-12.82253435254097","-12.845401485761007","-12.845401485761007","-12.845401485761007","-12.866237233082453","-12.866237233082453","-12.866237233082453"
"302","-12.860757430394491","-12.860757430394491","-12.860757430394491","-12.744749546051025","-12.744749546051025","-12.744749546051025","-12.821757326523462","-12.821757326523462","-12.821757326523462","-12.848237991333008","-12.848237991333008","-12.848237991333008","-12.866190552711487","-12.866190552711487","-12.866190552711487"
"303","-12.861821959416071","-12.861821959416071","-12.861821959416071","-12.744592646757761","-12.744592646757761","-12.744592646757761","-12.819826205571493","-12.819826205571493","-12.819826205571493","-12.847533931334814","-12.847533931334814","-12.847533931334814","-12.86926645040512","-12.86926645040512","-12.86926645040512"
"304","-12.859893321990967","-12.859893321990967","-12.859893321990967","-12.745718022187551","-12.745718022187551","-12.745718022187551","-12.822004834810892","-12.822004834810892","-12.822004834810892","-12.844184209903082","-12.844184209903082","-12.844184209903082","-12.870717416206995","-12.870717416206995","-12.870717416206995"
"305","-12.860635886589685","-12.860635886589685","-12.860635886589685","-12.745709419250488","-12.745709419250488","-12.745709419250488","-12.822978923718134","-12.822978923718134","-12.822978923718134","-12.846324741840363","-12.846324741840363","-12.846324741840363","-12.86820555726687","-12.86820555726687","-12.86820555726687"
"306","-12.860433369874954","-12.860433369874954","-12.860433369874954","-12.74609269698461","-12.74609269698461","-12.74609269698461","-12.82297451297442","-12.82297451297442","-12.82297451297442","-12.846302469571432","-12.846302469571432","-12.846302469571432","-12.870127121607462","-12.870127121607462","-12.870127121607462"
"307","-12.859274923801422","-12.859274923801422","-12.859274923801422","-12.746757715940475","-12.746757715940475","-12.746757715940475","-12.823445856571198","-12.823445856571198","-12.823445856571198","-12.84442044297854","-12.84442044297854","-12.84442044297854","-12.873056679964066","-12.873056679964066","-12.873056679964066"
"308","-12.858469665050507","-12.858469665050507","-12.858469665050507","-12.745996912320456","-12.745996912320456","-12.745996912320456","-12.823888818422953","-12.823888818422953","-12.823888818422953","-12.847277482350668","-12.847277482350668","-12.847277482350668","-12.873440245787302","-12.873440245787302","-12.873440245787302"
"309","-12.85895206530889","-12.85895206530889","-12.85895206530889","-12.74699530005455","-12.74699530005455","-12.74699530005455","-12.822473168373108","-12.822473168373108","-12.822473168373108","-12.849261512358984","-12.849261512358984","-12.849261512358984","-12.873538623253504","-12.873538623253504","-12.873538623253504"
"310","-12.858891179164251","-12.858891179164251","-12.858891179164251","-12.747352292140326","-12.747352292140326","-12.747352292140326","-12.822459548711777","-12.822459548711777","-12.822459548711777","-12.848192443450293","-12.848192443450293","-12.848192443450293","-12.871981620788574","-12.871981620788574","-12.871981620788574"
"311","-12.857744991779327","-12.857744991779327","-12.857744991779327","-12.745846937100092","-12.745846937100092","-12.745846937100092","-12.825086702903112","-12.825086702903112","-12.825086702903112","-12.84873785575231","-12.84873785575231","-12.84873785575231","-12.87286310394605","-12.87286310394605","-12.87286310394605"
"312","-12.86052401860555","-12.86052401860555","-12.86052401860555","-12.746195614337921","-12.746195614337921","-12.746195614337921","-12.826519131660461","-12.826519131660461","-12.826519131660461","-12.848513036966324","-12.848513036966324","-12.848513036966324","-12.871005495389303","-12.871005495389303","-12.871005495389303"
"313","-12.863189081350962","-12.863189081350962","-12.863189081350962","-12.744939118623734","-12.744939118623734","-12.744939118623734","-12.823157638311386","-12.823157638311386","-12.823157638311386","-12.847425907850266","-12.847425907850266","-12.847425907850266","-12.872379074494043","-12.872379074494043","-12.872379074494043"
"314","-12.858487029870352","-12.858487029870352","-12.858487029870352","-12.745502134164175","-12.745502134164175","-12.745502134164175","-12.824113895495733","-12.824113895495733","-12.824113895495733","-12.846220552921295","-12.846220552921295","-12.846220552921295","-12.870635290940603","-12.870635290940603","-12.870635290940603"
"315","-12.861506968736649","-12.861506968736649","-12.861506968736649","-12.74834476908048","-12.74834476908048","-12.74834476908048","-12.824338416258493","-12.824338416258493","-12.824338416258493","-12.847589085499445","-12.847589085499445","-12.847589085499445","-12.874745418628057","-12.874745418628057","-12.874745418628057"
"316","-12.86437580982844","-12.86437580982844","-12.86437580982844","-12.74783992767334","-12.74783992767334","-12.74783992767334","-12.823089510202408","-12.823089510202408","-12.823089510202408","-12.847949147224426","-12.847949147224426","-12.847949147224426","-12.872667580842972","-12.872667580842972","-12.872667580842972"
"317","-12.865542034308115","-12.865542034308115","-12.865542034308115","-12.746870279312134","-12.746870279312134","-12.746870279312134","-12.826416085163752","-12.826416085163752","-12.826416085163752","-12.846681247154871","-12.846681247154871","-12.846681247154871","-12.868774384260178","-12.868774384260178","-12.868774384260178"
"318","-12.865399231513342","-12.865399231513342","-12.865399231513342","-12.747843275467554","-12.747843275467554","-12.747843275467554","-12.825555245081583","-12.825555245081583","-12.825555245081583","-12.850720276435217","-12.850720276435217","-12.850720276435217","-12.876825094223022","-12.876825094223022","-12.876825094223022"
"319","-12.859894831975302","-12.859894831975302","-12.859894831975302","-12.748150368531546","-12.748150368531546","-12.748150368531546","-12.82568488518397","-12.82568488518397","-12.82568488518397","-12.850244780381521","-12.850244780381521","-12.850244780381521","-12.87379985054334","-12.87379985054334","-12.87379985054334"
"320","-12.857886691888174","-12.857886691888174","-12.857886691888174","-12.74855633576711","-12.74855633576711","-12.74855633576711","-12.826359728972117","-12.826359728972117","-12.826359728972117","-12.851264387369156","-12.851264387369156","-12.851264387369156","-12.874517371257147","-12.874517371257147","-12.874517371257147"
"321","-12.865292181571325","-12.865292181571325","-12.865292181571325","-12.748116821050644","-12.748116821050644","-12.748116821050644","-12.827702711025873","-12.827702711025873","-12.827702711025873","-12.849863211313883","-12.849863211313883","-12.849863211313883","-12.87668858965238","-12.87668858965238","-12.87668858965238"
"322","-12.865697065989176","-12.865697065989176","-12.865697065989176","-12.747584034999212","-12.747584034999212","-12.747584034999212","-12.82790387670199","-12.82790387670199","-12.82790387670199","-12.850843459367752","-12.850843459367752","-12.850843459367752","-12.870922356843948","-12.870922356843948","-12.870922356843948"
"323","-12.864529917637507","-12.864529917637507","-12.864529917637507","-12.747900108496347","-12.747900108496347","-12.747900108496347","-12.828204681475958","-12.828204681475958","-12.828204681475958","-12.85230141878128","-12.85230141878128","-12.85230141878128","-12.874083985884985","-12.874083985884985","-12.874083985884985"
"324","-12.868768066167831","-12.868768066167831","-12.868768066167831","-12.748472193876902","-12.748472193876902","-12.748472193876902","-12.829861452182135","-12.829861452182135","-12.829861452182135","-12.853364745775858","-12.853364745775858","-12.853364745775858","-12.876965284347534","-12.876965284347534","-12.876965284347534"
"325","-12.867705762386322","-12.867705762386322","-12.867705762386322","-12.748533368110657","-12.748533368110657","-12.748533368110657","-12.827232976754507","-12.827232976754507","-12.827232976754507","-12.852503379185995","-12.852503379185995","-12.852503379185995","-12.87577681740125","-12.87577681740125","-12.87577681740125"
"326","-12.865787218014399","-12.865787218014399","-12.865787218014399","-12.748140434424082","-12.748140434424082","-12.748140434424082","-12.82592166463534","-12.82592166463534","-12.82592166463534","-12.851112057765326","-12.851112057765326","-12.851112057765326","-12.875372916460037","-12.875372916460037","-12.875372916460037"
"327","-12.865423013766607","-12.865423013766607","-12.865423013766607","-12.74908552567164","-12.74908552567164","-12.74908552567164","-12.82760519782702","-12.82760519782702","-12.82760519782702","-12.8475162088871","-12.8475162088871","-12.8475162088871","-12.873888234297434","-12.873888234297434","-12.873888234297434"
"328","-12.867075890302658","-12.867075890302658","-12.867075890302658","-12.749989668528238","-12.749989668528238","-12.749989668528238","-12.826480060815811","-12.826480060815811","-12.826480060815811","-12.849790106217066","-12.849790106217066","-12.849790106217066","-12.87583256761233","-12.87583256761233","-12.87583256761233"
"329","-12.864737550417582","-12.864737550417582","-12.864737550417582","-12.750008970499039","-12.750008970499039","-12.750008970499039","-12.826750238736471","-12.826750238736471","-12.826750238736471","-12.850617200136185","-12.850617200136185","-12.850617200136185","-12.870897263288498","-12.870897263288498","-12.870897263288498"
"330","-12.865236620108286","-12.865236620108286","-12.865236620108286","-12.750124682982763","-12.750124682982763","-12.750124682982763","-12.829497863849005","-12.829497863849005","-12.829497863849005","-12.853018194437027","-12.853018194437027","-12.853018194437027","-12.87140886982282","-12.87140886982282","-12.87140886982282"
"331","-12.866838296254477","-12.866838296254477","-12.866838296254477","-12.750150591135025","-12.750150591135025","-12.750150591135025","-12.827820032835007","-12.827820032835007","-12.827820032835007","-12.85268086194992","-12.85268086194992","-12.85268086194992","-12.870623141527176","-12.870623141527176","-12.870623141527176"
"332","-12.864194959402084","-12.864194959402084","-12.864194959402084","-12.750812302033106","-12.750812302033106","-12.750812302033106","-12.826884657144547","-12.826884657144547","-12.826884657144547","-12.848388642072678","-12.848388642072678","-12.848388642072678","-12.873901257912317","-12.873901257912317","-12.873901257912317"
"333","-12.858355204264322","-12.858355204264322","-12.858355204264322","-12.750755816698074","-12.750755816698074","-12.750755816698074","-12.826660494009653","-12.826660494009653","-12.826660494009653","-12.85236206650734","-12.85236206650734","-12.85236206650734","-12.87125817934672","-12.87125817934672","-12.87125817934672"
"334","-12.860062917073568","-12.860062917073568","-12.860062917073568","-12.750787526369095","-12.750787526369095","-12.750787526369095","-12.83003979921341","-12.83003979921341","-12.83003979921341","-12.854908853769302","-12.854908853769302","-12.854908853769302","-12.876349866390228","-12.876349866390228","-12.876349866390228"
"335","-12.864642689625422","-12.864642689625422","-12.864642689625422","-12.75012257695198","-12.75012257695198","-12.75012257695198","-12.828917235136032","-12.828917235136032","-12.828917235136032","-12.850997487703959","-12.850997487703959","-12.850997487703959","-12.876526316006979","-12.876526316006979","-12.876526316006979"
"336","-12.866106271743774","-12.866106271743774","-12.866106271743774","-12.750398298104605","-12.750398298104605","-12.750398298104605","-12.827033907175064","-12.827033907175064","-12.827033907175064","-12.852074454228083","-12.852074454228083","-12.852074454228083","-12.875818411509195","-12.875818411509195","-12.875818411509195"
"337","-12.864322394132614","-12.864322394132614","-12.864322394132614","-12.750511775414148","-12.750511775414148","-12.750511775414148","-12.827132403850555","-12.827132403850555","-12.827132403850555","-12.85283782084783","-12.85283782084783","-12.85283782084783","-12.87828685839971","-12.87828685839971","-12.87828685839971"
"338","-12.866450200478235","-12.866450200478235","-12.866450200478235","-12.751348853111267","-12.751348853111267","-12.751348853111267","-12.8292868634065","-12.8292868634065","-12.8292868634065","-12.854113648335138","-12.854113648335138","-12.854113648335138","-12.877853701512018","-12.877853701512018","-12.877853701512018"
"339","-12.8598459760348","-12.8598459760348","-12.8598459760348","-12.751846839984259","-12.751846839984259","-12.751846839984259","-12.828526129325232","-12.828526129325232","-12.828526129325232","-12.854614784320196","-12.854614784320196","-12.854614784320196","-12.878312408924103","-12.878312408924103","-12.878312408924103"
"340","-12.85707113146782","-12.85707113146782","-12.85707113146782","-12.751820703347525","-12.751820703347525","-12.751820703347525","-12.829446901877722","-12.829446901877722","-12.829446901877722","-12.854434221982956","-12.854434221982956","-12.854434221982956","-12.878134727478027","-12.878134727478027","-12.878134727478027"
"341","-12.862240940332413","-12.862240940332413","-12.862240940332413","-12.75214813152949","-12.75214813152949","-12.75214813152949","-12.828887512286505","-12.828887512286505","-12.828887512286505","-12.85519023736318","-12.85519023736318","-12.85519023736318","-12.877965490023294","-12.877965490023294","-12.877965490023294"
"342","-12.864592204491297","-12.864592204491297","-12.864592204491297","-12.751941998799643","-12.751941998799643","-12.751941998799643","-12.828822831312815","-12.828822831312815","-12.828822831312815","-12.854685684045156","-12.854685684045156","-12.854685684045156","-12.874519288539886","-12.874519288539886","-12.874519288539886"
"343","-12.868293662865957","-12.868293662865957","-12.868293662865957","-12.752069771289825","-12.752069771289825","-12.752069771289825","-12.830843846003214","-12.830843846003214","-12.830843846003214","-12.855868885914484","-12.855868885914484","-12.855868885914484","-12.876357843478521","-12.876357843478521","-12.876357843478521"
"344","-12.869372099637985","-12.869372099637985","-12.869372099637985","-12.75237195690473","-12.75237195690473","-12.75237195690473","-12.830625335375467","-12.830625335375467","-12.830625335375467","-12.85627860824267","-12.85627860824267","-12.85627860824267","-12.87699912985166","-12.87699912985166","-12.87699912985166"
"345","-12.869291216135025","-12.869291216135025","-12.869291216135025","-12.751787722110748","-12.751787722110748","-12.751787722110748","-12.830547948678335","-12.830547948678335","-12.830547948678335","-12.854027887185415","-12.854027887185415","-12.854027887185415","-12.877934177716574","-12.877934177716574","-12.877934177716574"
"346","-12.870367815097174","-12.870367815097174","-12.870367815097174","-12.752258906761805","-12.752258906761805","-12.752258906761805","-12.830058683951696","-12.830058683951696","-12.830058683951696","-12.85414163271586","-12.85414163271586","-12.85414163271586","-12.878162841002146","-12.878162841002146","-12.878162841002146"
"347","-12.863051464160284","-12.863051464160284","-12.863051464160284","-12.752347975969315","-12.752347975969315","-12.752347975969315","-12.830699811379114","-12.830699811379114","-12.830699811379114","-12.85416093468666","-12.85416093468666","-12.85416093468666","-12.87924670179685","-12.87924670179685","-12.87924670179685"
"348","-12.868745774030685","-12.868745774030685","-12.868745774030685","-12.751889199018478","-12.751889199018478","-12.751889199018478","-12.8334472378095","-12.8334472378095","-12.8334472378095","-12.853936622540155","-12.853936622540155","-12.853936622540155","-12.882231364647547","-12.882231364647547","-12.882231364647547"
"349","-12.86761643489202","-12.86761643489202","-12.86761643489202","-12.752571284770966","-12.752571284770966","-12.752571284770966","-12.833062877257666","-12.833062877257666","-12.833062877257666","-12.857054551442465","-12.857054551442465","-12.857054551442465","-12.880331377188364","-12.880331377188364","-12.880331377188364"
"350","-12.86642082532247","-12.86642082532247","-12.86642082532247","-12.751931965351105","-12.751931965351105","-12.751931965351105","-12.83339524269104","-12.83339524269104","-12.83339524269104","-12.855833858251572","-12.855833858251572","-12.855833858251572","-12.882008661826452","-12.882008661826452","-12.882008661826452"
"351","-12.864404310782751","-12.864404310782751","-12.864404310782751","-12.752918064594269","-12.752918064594269","-12.752918064594269","-12.831077565749487","-12.831077565749487","-12.831077565749487","-12.85954519112905","-12.85954519112905","-12.85954519112905","-12.879482795794805","-12.879482795794805","-12.879482795794805"
"352","-12.866706043481827","-12.866706043481827","-12.866706043481827","-12.752501984437307","-12.752501984437307","-12.752501984437307","-12.829136908054352","-12.829136908054352","-12.829136908054352","-12.859339545170466","-12.859339545170466","-12.859339545170466","-12.883199741442999","-12.883199741442999","-12.883199741442999"
"353","-12.86568776766459","-12.86568776766459","-12.86568776766459","-12.751841137806574","-12.751841137806574","-12.751841137806574","-12.825852304697037","-12.825852304697037","-12.825852304697037","-12.859394967556","-12.859394967556","-12.859394967556","-12.887538731098175","-12.887538731098175","-12.887538731098175"
"354","-12.866491635640463","-12.866491635640463","-12.866491635640463","-12.750833332538605","-12.750833332538605","-12.750833332538605","-12.826322942972183","-12.826322942972183","-12.826322942972183","-12.858218719561895","-12.858218719561895","-12.858218719561895","-12.886842648188273","-12.886842648188273","-12.886842648188273"
"355","-12.86536760131518","-12.86536760131518","-12.86536760131518","-12.751848210891088","-12.751848210891088","-12.751848210891088","-12.827542652686438","-12.827542652686438","-12.827542652686438","-12.858037581046423","-12.858037581046423","-12.858037581046423","-12.88431030511856","-12.88431030511856","-12.88431030511856"
"356","-12.866365273793539","-12.866365273793539","-12.866365273793539","-12.752168029546738","-12.752168029546738","-12.752168029546738","-12.824333916107813","-12.824333916107813","-12.824333916107813","-12.857774575551352","-12.857774575551352","-12.857774575551352","-12.881824642419815","-12.881824642419815","-12.881824642419815"
