"Step","unsupervised_test_lr:0.00025 - usvl_test/Loss/train","unsupervised_test_lr:0.00025 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.00025 - usvl_test/Loss/train__MAX","unsupervised_test_lr:1e-05 - usvl_test/Loss/train","unsupervised_test_lr:1e-05 - usvl_test/Loss/train__MIN","unsupervised_test_lr:1e-05 - usvl_test/Loss/train__MAX","unsupervised_test_lr:5e-05 - usvl_test/Loss/train","unsupervised_test_lr:5e-05 - usvl_test/Loss/train__MIN","unsupervised_test_lr:5e-05 - usvl_test/Loss/train__MAX","unsupervised_test_lr:0.0001 - usvl_test/Loss/train","unsupervised_test_lr:0.0001 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.0001 - usvl_test/Loss/train__MAX","unsupervised_test_lr:0.0005 - usvl_test/Loss/train","unsupervised_test_lr:0.0005 - usvl_test/Loss/train__MIN","unsupervised_test_lr:0.0005 - usvl_test/Loss/train__MAX"
"792","-12.932210117578506","-12.932210117578506","-12.932210117578506","-12.79806281129519","-12.79806281129519","-12.79806281129519","-12.889471590518951","-12.889471590518951","-12.889471590518951","-12.911335706710815","-12.911335706710815","-12.911335706710815","-12.940926333268484","-12.940926333268484","-12.940926333268484"
"793","-12.932839552561441","-12.932839552561441","-12.932839552561441","-12.797223548094431","-12.797223548094431","-12.797223548094431","-12.89208871126175","-12.89208871126175","-12.89208871126175","-12.908966879049936","-12.908966879049936","-12.908966879049936","-12.941650907198587","-12.941650907198587","-12.941650907198587"
"794","-12.93342544635137","-12.93342544635137","-12.93342544635137","-12.798022429148356","-12.798022429148356","-12.798022429148356","-12.890230735143026","-12.890230735143026","-12.890230735143026","-12.910436600446701","-12.910436600446701","-12.910436600446701","-12.940250754356384","-12.940250754356384","-12.940250754356384"
"795","-12.93283208211263","-12.93283208211263","-12.93283208211263","-12.796984026829401","-12.796984026829401","-12.796984026829401","-12.891548891862234","-12.891548891862234","-12.891548891862234","-12.909960806369781","-12.909960806369781","-12.909960806369781","-12.939711570739746","-12.939711570739746","-12.939711570739746"
"796","-12.93378578623136","-12.93378578623136","-12.93378578623136","-12.796390066544214","-12.796390066544214","-12.796390066544214","-12.892183055480322","-12.892183055480322","-12.892183055480322","-12.910888483126959","-12.910888483126959","-12.910888483126959","-12.939295401175817","-12.939295401175817","-12.939295401175817"
"797","-12.93436148762703","-12.93436148762703","-12.93436148762703","-12.79699569940567","-12.79699569940567","-12.79699569940567","-12.892102301120758","-12.892102301120758","-12.892102301120758","-12.912405202786127","-12.912405202786127","-12.912405202786127","-12.937584151824316","-12.937584151824316","-12.937584151824316"
"798","-12.93241814772288","-12.93241814772288","-12.93241814772288","-12.79703637957573","-12.79703637957573","-12.79703637957573","-12.891961842775345","-12.891961842775345","-12.891961842775345","-12.909932533899942","-12.909932533899942","-12.909932533899942","-12.93700185418129","-12.93700185418129","-12.93700185418129"
"799","-12.932234098513922","-12.932234098513922","-12.932234098513922","-12.7975605626901","-12.7975605626901","-12.7975605626901","-12.892891148726145","-12.892891148726145","-12.892891148726145","-12.911131232976913","-12.911131232976913","-12.911131232976913","-12.937891284624735","-12.937891284624735","-12.937891284624735"
"800","-12.9317540427049","-12.9317540427049","-12.9317540427049","-12.797510862350464","-12.797510862350464","-12.797510862350464","-12.892491668462753","-12.892491668462753","-12.892491668462753","-12.912252962589264","-12.912252962589264","-12.912252962589264","-12.936446259419123","-12.936446259419123","-12.936446259419123"
"801","-12.931640833616257","-12.931640833616257","-12.931640833616257","-12.797389656305313","-12.797389656305313","-12.797389656305313","-12.893542448679606","-12.893542448679606","-12.893542448679606","-12.911204427480698","-12.911204427480698","-12.911204427480698","-12.9335648616155","-12.9335648616155","-12.9335648616155"
"802","-12.932709773381552","-12.932709773381552","-12.932709773381552","-12.79784893989563","-12.79784893989563","-12.79784893989563","-12.893752922614416","-12.893752922614416","-12.893752922614416","-12.90872272849083","-12.90872272849083","-12.90872272849083","-12.934870590766272","-12.934870590766272","-12.934870590766272"
"803","-12.932455549637476","-12.932455549637476","-12.932455549637476","-12.798343261082968","-12.798343261082968","-12.798343261082968","-12.893267512321472","-12.893267512321472","-12.893267512321472","-12.90778852502505","-12.90778852502505","-12.90778852502505","-12.936947703361511","-12.936947703361511","-12.936947703361511"
"804","-12.932352393865585","-12.932352393865585","-12.932352393865585","-12.798142075538635","-12.798142075538635","-12.798142075538635","-12.89356612165769","-12.89356612165769","-12.89356612165769","-12.906069686015448","-12.906069686015448","-12.906069686015448","-12.936178425947825","-12.936178425947825","-12.936178425947825"
"805","-12.932827343543371","-12.932827343543371","-12.932827343543371","-12.798411935567856","-12.798411935567856","-12.798411935567856","-12.893852164347967","-12.893852164347967","-12.893852164347967","-12.910313457250595","-12.910313457250595","-12.910313457250595","-12.939086298147837","-12.939086298147837","-12.939086298147837"
"806","-12.932414799928665","-12.932414799928665","-12.932414799928665","-12.797717571258545","-12.797717571258545","-12.797717571258545","-12.892063816388449","-12.892063816388449","-12.892063816388449","-12.90832394361496","-12.90832394361496","-12.90832394361496","-12.941055486599604","-12.941055486599604","-12.941055486599604"
"807","-12.931234121322632","-12.931234121322632","-12.931234121322632","-12.79786303639412","-12.79786303639412","-12.79786303639412","-12.892489890257517","-12.892489890257517","-12.892489890257517","-12.912302335103353","-12.912302335103353","-12.912302335103353","-12.939599593480429","-12.939599593480429","-12.939599593480429"
"808","-12.929210861523947","-12.929210861523947","-12.929210861523947","-12.797410329182943","-12.797410329182943","-12.797410329182943","-12.894280383984247","-12.894280383984247","-12.894280383984247","-12.91032580534617","-12.91032580534617","-12.91032580534617","-12.940196017424265","-12.940196017424265","-12.940196017424265"
"809","-12.931012749671936","-12.931012749671936","-12.931012749671936","-12.797775159279505","-12.797775159279505","-12.797775159279505","-12.893260856469473","-12.893260856469473","-12.893260856469473","-12.911051601171494","-12.911051601171494","-12.911051601171494","-12.940873265266418","-12.940873265266418","-12.940873265266418"
"810","-12.93274070819219","-12.93274070819219","-12.93274070819219","-12.79787971576055","-12.79787971576055","-12.79787971576055","-12.892283588647842","-12.892283588647842","-12.892283588647842","-12.913124233484268","-12.913124233484268","-12.913124233484268","-12.940002411603928","-12.940002411603928","-12.940002411603928"
"811","-12.933761050303778","-12.933761050303778","-12.933761050303778","-12.798910329739252","-12.798910329739252","-12.798910329739252","-12.894288420677185","-12.894288420677185","-12.894288420677185","-12.911734710137049","-12.911734710137049","-12.911734710137049","-12.937304864327112","-12.937304864327112","-12.937304864327112"
"812","-12.933629165093103","-12.933629165093103","-12.933629165093103","-12.79895313580831","-12.79895313580831","-12.79895313580831","-12.89370776216189","-12.89370776216189","-12.89370776216189","-12.91236044963201","-12.91236044963201","-12.91236044963201","-12.935639629761377","-12.935639629761377","-12.935639629761377"
"813","-12.933183451493582","-12.933183451493582","-12.933183451493582","-12.798840006192526","-12.798840006192526","-12.798840006192526","-12.894008914629618","-12.894008914629618","-12.894008914629618","-12.912433703740438","-12.912433703740438","-12.912433703740438","-12.935263991355896","-12.935263991355896","-12.935263991355896"
"814","-12.932817737261454","-12.932817737261454","-12.932817737261454","-12.798053532838821","-12.798053532838821","-12.798053532838821","-12.892027209202448","-12.892027209202448","-12.892027209202448","-12.911132206519445","-12.911132206519445","-12.911132206519445","-12.939509083827337","-12.939509083827337","-12.939509083827337"
"815","-12.932887454827627","-12.932887454827627","-12.932887454827627","-12.798492530981699","-12.798492530981699","-12.798492530981699","-12.893918544054031","-12.893918544054031","-12.893918544054031","-12.91108406583468","-12.91108406583468","-12.91108406583468","-12.941778113444647","-12.941778113444647","-12.941778113444647"
"816","-12.932228545347849","-12.932228545347849","-12.932228545347849","-12.7996233801047","-12.7996233801047","-12.7996233801047","-12.893752843141556","-12.893752843141556","-12.893752843141556","-12.908056994279226","-12.908056994279226","-12.908056994279226","-12.940369119246801","-12.940369119246801","-12.940369119246801"
"817","-12.930741677681604","-12.930741677681604","-12.930741677681604","-12.798976808786392","-12.798976808786392","-12.798976808786392","-12.894775420427322","-12.894775420427322","-12.894775420427322","-12.910655419031778","-12.910655419031778","-12.910655419031778","-12.941581000884375","-12.941581000884375","-12.941581000884375"
"818","-12.929497043291727","-12.929497043291727","-12.929497043291727","-12.799021065235138","-12.799021065235138","-12.799021065235138","-12.894667029380798","-12.894667029380798","-12.894667029380798","-12.91162458062172","-12.91162458062172","-12.91162458062172","-12.942138562599817","-12.942138562599817","-12.942138562599817"
"819","-12.9287828207016","-12.9287828207016","-12.9287828207016","-12.799144466718039","-12.799144466718039","-12.799144466718039","-12.892462740341822","-12.892462740341822","-12.892462740341822","-12.911711305379868","-12.911711305379868","-12.911711305379868","-12.942884504795074","-12.942884504795074","-12.942884504795074"
"820","-12.92717402180036","-12.92717402180036","-12.92717402180036","-12.799137304226557","-12.799137304226557","-12.799137304226557","-12.892126550277075","-12.892126550277075","-12.892126550277075","-12.909944266080856","-12.909944266080856","-12.909944266080856","-12.94302091995875","-12.94302091995875","-12.94302091995875"
"821","-12.930686811606089","-12.930686811606089","-12.930686811606089","-12.797398706277212","-12.797398706277212","-12.797398706277212","-12.891770442326864","-12.891770442326864","-12.891770442326864","-12.907657543818155","-12.907657543818155","-12.907657543818155","-12.946279774109522","-12.946279774109522","-12.946279774109522"
"822","-12.931198368469873","-12.931198368469873","-12.931198368469873","-12.798883775870005","-12.798883775870005","-12.798883775870005","-12.892095267772675","-12.892095267772675","-12.892095267772675","-12.910958449045816","-12.910958449045816","-12.910958449045816","-12.94623538851738","-12.94623538851738","-12.94623538851738"
"823","-12.933964600165686","-12.933964600165686","-12.933964600165686","-12.798614601294199","-12.798614601294199","-12.798614601294199","-12.891470670700073","-12.891470670700073","-12.891470670700073","-12.913472274939219","-12.913472274939219","-12.913472274939219","-12.945925444364548","-12.945925444364548","-12.945925444364548"
"824","-12.93517717719078","-12.93517717719078","-12.93517717719078","-12.79862654209137","-12.79862654209137","-12.79862654209137","-12.892863710721334","-12.892863710721334","-12.892863710721334","-12.914167006810507","-12.914167006810507","-12.914167006810507","-12.945534934600195","-12.945534934600195","-12.945534934600195"
"825","-12.934753239154816","-12.934753239154816","-12.934753239154816","-12.79878697792689","-12.79878697792689","-12.79878697792689","-12.89341421922048","-12.89341421922048","-12.89341421922048","-12.914421210686365","-12.914421210686365","-12.914421210686365","-12.945762912432352","-12.945762912432352","-12.945762912432352"
"826","-12.933729022741318","-12.933729022741318","-12.933729022741318","-12.79876842101415","-12.79876842101415","-12.79876842101415","-12.891611089309057","-12.891611089309057","-12.891611089309057","-12.913558115561804","-12.913558115561804","-12.913558115561804","-12.943538556496302","-12.943538556496302","-12.943538556496302"
"827","-12.934149553378424","-12.934149553378424","-12.934149553378424","-12.79954899350802","-12.79954899350802","-12.79954899350802","-12.89144300421079","-12.89144300421079","-12.89144300421079","-12.913408945004145","-12.913408945004145","-12.913408945004145","-12.94481181104978","-12.94481181104978","-12.94481181104978"
"828","-12.93223669131597","-12.93223669131597","-12.93223669131597","-12.798766374588013","-12.798766374588013","-12.798766374588013","-12.889845927556356","-12.889845927556356","-12.889845927556356","-12.913192639748255","-12.913192639748255","-12.913192639748255","-12.945442140102386","-12.945442140102386","-12.945442140102386"
"829","-12.928527047236761","-12.928527047236761","-12.928527047236761","-12.800021409988403","-12.800021409988403","-12.800021409988403","-12.891232391198477","-12.891232391198477","-12.891232391198477","-12.913614888985952","-12.913614888985952","-12.913614888985952","-12.942152599493662","-12.942152599493662","-12.942152599493662"
"830","-12.929985255002975","-12.929985255002975","-12.929985255002975","-12.800243953863779","-12.800243953863779","-12.800243953863779","-12.893413742383322","-12.893413742383322","-12.893413742383322","-12.914086272319159","-12.914086272319159","-12.914086272319159","-12.941939542690912","-12.941939542690912","-12.941939542690912"
"831","-12.932927678028742","-12.932927678028742","-12.932927678028742","-12.80053886771202","-12.80053886771202","-12.80053886771202","-12.891741027434668","-12.891741027434668","-12.891741027434668","-12.914962033430735","-12.914962033430735","-12.914962033430735","-12.944328834613165","-12.944328834613165","-12.944328834613165"
"832","-12.934777349233627","-12.934777349233627","-12.934777349233627","-12.799248148997625","-12.799248148997625","-12.799248148997625","-12.893797198931376","-12.893797198931376","-12.893797198931376","-12.914134413003922","-12.914134413003922","-12.914134413003922","-12.945182790358862","-12.945182790358862","-12.945182790358862"
"833","-12.934300363063812","-12.934300363063812","-12.934300363063812","-12.79960369070371","-12.79960369070371","-12.79960369070371","-12.895663440227509","-12.895663440227509","-12.895663440227509","-12.912594238917032","-12.912594238917032","-12.912594238917032","-12.947897026936213","-12.947897026936213","-12.947897026936213"
"834","-12.934154510498047","-12.934154510498047","-12.934154510498047","-12.798871020476023","-12.798871020476023","-12.798871020476023","-12.896250367164612","-12.896250367164612","-12.896250367164612","-12.91308468580246","-12.91308468580246","-12.91308468580246","-12.949590623378754","-12.949590623378754","-12.949590623378754"
"835","-12.932613958915075","-12.932613958915075","-12.932613958915075","-12.798862169186274","-12.798862169186274","-12.798862169186274","-12.894327779610952","-12.894327779610952","-12.894327779610952","-12.912321080764135","-12.912321080764135","-12.912321080764135","-12.948630342880884","-12.948630342880884","-12.948630342880884"
"836","-12.934648424386978","-12.934648424386978","-12.934648424386978","-12.79893778761228","-12.79893778761228","-12.79893778761228","-12.89387551943461","-12.89387551943461","-12.89387551943461","-12.911136557658514","-12.911136557658514","-12.911136557658514","-12.947735011577606","-12.947735011577606","-12.947735011577606"
"837","-12.936036924521128","-12.936036924521128","-12.936036924521128","-12.799531410137812","-12.799531410137812","-12.799531410137812","-12.891576071580252","-12.891576071580252","-12.891576071580252","-12.909366796414057","-12.909366796414057","-12.909366796414057","-12.948633998632431","-12.948633998632431","-12.948633998632431"
"838","-12.936094562212626","-12.936094562212626","-12.936094562212626","-12.799380292495092","-12.799380292495092","-12.799380292495092","-12.893844336271286","-12.893844336271286","-12.893844336271286","-12.910511791706085","-12.910511791706085","-12.910511791706085","-12.94683650135994","-12.94683650135994","-12.94683650135994"
"839","-12.935554027557373","-12.935554027557373","-12.935554027557373","-12.800354262193045","-12.800354262193045","-12.800354262193045","-12.895851661761602","-12.895851661761602","-12.895851661761602","-12.912853439648947","-12.912853439648947","-12.912853439648947","-12.944395303726196","-12.944395303726196","-12.944395303726196"
"840","-12.93291711807251","-12.93291711807251","-12.93291711807251","-12.799615601698557","-12.799615601698557","-12.799615601698557","-12.89531801144282","-12.89531801144282","-12.89531801144282","-12.912731816371283","-12.912731816371283","-12.912731816371283","-12.946545282999674","-12.946545282999674","-12.946545282999674"
"841","-12.933802545070648","-12.933802545070648","-12.933802545070648","-12.798608730236689","-12.798608730236689","-12.798608730236689","-12.895359913508097","-12.895359913508097","-12.895359913508097","-12.914621820052465","-12.914621820052465","-12.914621820052465","-12.947612563769022","-12.947612563769022","-12.947612563769022"
"842","-12.933456828196844","-12.933456828196844","-12.933456828196844","-12.798554052909216","-12.798554052909216","-12.798554052909216","-12.895147413015366","-12.895147413015366","-12.895147413015366","-12.915038496255875","-12.915038496255875","-12.915038496255875","-12.947322150071463","-12.947322150071463","-12.947322150071463"
"843","-12.935899118582407","-12.935899118582407","-12.935899118582407","-12.800651888052622","-12.800651888052622","-12.800651888052622","-12.894043227036795","-12.894043227036795","-12.894043227036795","-12.914484510819117","-12.914484510819117","-12.914484510819117","-12.948224176963171","-12.948224176963171","-12.948224176963171"
"844","-12.936251839001974","-12.936251839001974","-12.936251839001974","-12.801219940185547","-12.801219940185547","-12.801219940185547","-12.893892417351404","-12.893892417351404","-12.893892417351404","-12.915914684534073","-12.915914684534073","-12.915914684534073","-12.948050449291864","-12.948050449291864","-12.948050449291864"
"845","-12.937668293714523","-12.937668293714523","-12.937668293714523","-12.801261762777964","-12.801261762777964","-12.801261762777964","-12.895031780004501","-12.895031780004501","-12.895031780004501","-12.913036872943243","-12.913036872943243","-12.913036872943243","-12.946248124043146","-12.946248124043146","-12.946248124043146"
"846","-12.935982445875803","-12.935982445875803","-12.935982445875803","-12.800864338874817","-12.800864338874817","-12.800864338874817","-12.894726693630219","-12.894726693630219","-12.894726693630219","-12.913332998752594","-12.913332998752594","-12.913332998752594","-12.94448435306549","-12.94448435306549","-12.94448435306549"
"847","-12.936502585808435","-12.936502585808435","-12.936502585808435","-12.799813528855642","-12.799813528855642","-12.799813528855642","-12.89626814921697","-12.89626814921697","-12.89626814921697","-12.913124909003576","-12.913124909003576","-12.913124909003576","-12.94290605187416","-12.94290605187416","-12.94290605187416"
"848","-12.937648584445318","-12.937648584445318","-12.937648584445318","-12.799577186505","-12.799577186505","-12.799577186505","-12.89569678902626","-12.89569678902626","-12.89569678902626","-12.914925535519918","-12.914925535519918","-12.914925535519918","-12.944636563460032","-12.944636563460032","-12.944636563460032"
"849","-12.937654912471771","-12.937654912471771","-12.937654912471771","-12.801434248685837","-12.801434248685837","-12.801434248685837","-12.895854691664377","-12.895854691664377","-12.895854691664377","-12.914729038874308","-12.914729038874308","-12.914729038874308","-12.94742664694786","-12.94742664694786","-12.94742664694786"
"850","-12.937223762273788","-12.937223762273788","-12.937223762273788","-12.80130942662557","-12.80130942662557","-12.80130942662557","-12.89521250128746","-12.89521250128746","-12.89521250128746","-12.913418680429459","-12.913418680429459","-12.913418680429459","-12.946198423703512","-12.946198423703512","-12.946198423703512"
"851","-12.937353601058325","-12.937353601058325","-12.937353601058325","-12.80184123913447","-12.80184123913447","-12.80184123913447","-12.895888100067774","-12.895888100067774","-12.895888100067774","-12.911426345507303","-12.911426345507303","-12.911426345507303","-12.945795506238937","-12.945795506238937","-12.945795506238937"
"852","-12.936553120613098","-12.936553120613098","-12.936553120613098","-12.802657266457876","-12.802657266457876","-12.802657266457876","-12.896683345238367","-12.896683345238367","-12.896683345238367","-12.912429879109064","-12.912429879109064","-12.912429879109064","-12.946506927410761","-12.946506927410761","-12.946506927410761"
"853","-12.935965478420258","-12.935965478420258","-12.935965478420258","-12.80207391579946","-12.80207391579946","-12.80207391579946","-12.894318183263143","-12.894318183263143","-12.894318183263143","-12.914814213911692","-12.914814213911692","-12.914814213911692","-12.946313788493475","-12.946313788493475","-12.946313788493475"
"854","-12.937829047441483","-12.937829047441483","-12.937829047441483","-12.802127410968145","-12.802127410968145","-12.802127410968145","-12.89612458149592","-12.89612458149592","-12.89612458149592","-12.912969996531805","-12.912969996531805","-12.912969996531805","-12.946041077375412","-12.946041077375412","-12.946041077375412"
"855","-12.93709429105123","-12.93709429105123","-12.93709429105123","-12.802693575620651","-12.802693575620651","-12.802693575620651","-12.897213439146677","-12.897213439146677","-12.897213439146677","-12.912903279066086","-12.912903279066086","-12.912903279066086","-12.944547414779663","-12.944547414779663","-12.944547414779663"
"856","-12.935095340013504","-12.935095340013504","-12.935095340013504","-12.80211298664411","-12.80211298664411","-12.80211298664411","-12.899837136268616","-12.899837136268616","-12.899837136268616","-12.913692464431128","-12.913692464431128","-12.913692464431128","-12.945310860872269","-12.945310860872269","-12.945310860872269"
"857","-12.93591856956482","-12.93591856956482","-12.93591856956482","-12.802635173002878","-12.802635173002878","-12.802635173002878","-12.899613499641418","-12.899613499641418","-12.899613499641418","-12.91527164975802","-12.91527164975802","-12.91527164975802","-12.945863167444864","-12.945863167444864","-12.945863167444864"
"858","-12.935927500327429","-12.935927500327429","-12.935927500327429","-12.801590949296951","-12.801590949296951","-12.801590949296951","-12.898286918799082","-12.898286918799082","-12.898286918799082","-12.914529174566269","-12.914529174566269","-12.914529174566269","-12.945760210355123","-12.945760210355123","-12.945760210355123"
"859","-12.936452994743982","-12.936452994743982","-12.936452994743982","-12.802364279826483","-12.802364279826483","-12.802364279826483","-12.896995653708776","-12.896995653708776","-12.896995653708776","-12.911636888980865","-12.911636888980865","-12.911636888980865","-12.949013382196426","-12.949013382196426","-12.949013382196426"
"860","-12.936866015195847","-12.936866015195847","-12.936866015195847","-12.801835417747498","-12.801835417747498","-12.801835417747498","-12.900305559237799","-12.900305559237799","-12.900305559237799","-12.914587755997976","-12.914587755997976","-12.914587755997976","-12.949417551358541","-12.949417551358541","-12.949417551358541"
"861","-12.937931180000305","-12.937931180000305","-12.937931180000305","-12.80291152993838","-12.80291152993838","-12.80291152993838","-12.898460626602173","-12.898460626602173","-12.898460626602173","-12.91633074482282","-12.91633074482282","-12.91633074482282","-12.947713454564413","-12.947713454564413","-12.947713454564413"
"862","-12.93688851594925","-12.93688851594925","-12.93688851594925","-12.802747815847397","-12.802747815847397","-12.802747815847397","-12.895967453718185","-12.895967453718185","-12.895967453718185","-12.91542070110639","-12.91542070110639","-12.91542070110639","-12.948973516623179","-12.948973516623179","-12.948973516623179"
"863","-12.937304655710856","-12.937304655710856","-12.937304655710856","-12.802133878072103","-12.802133878072103","-12.802133878072103","-12.898864954710007","-12.898864954710007","-12.898864954710007","-12.917513718207678","-12.917513718207678","-12.917513718207678","-12.948894798755646","-12.948894798755646","-12.948894798755646"
"864","-12.936616818110148","-12.936616818110148","-12.936616818110148","-12.802340100208918","-12.802340100208918","-12.802340100208918","-12.898417522509893","-12.898417522509893","-12.898417522509893","-12.914593627055487","-12.914593627055487","-12.914593627055487","-12.951704363028208","-12.951704363028208","-12.951704363028208"
"865","-12.936691542466482","-12.936691542466482","-12.936691542466482","-12.802802989880243","-12.802802989880243","-12.802802989880243","-12.900211284557978","-12.900211284557978","-12.900211284557978","-12.915779948234558","-12.915779948234558","-12.915779948234558","-12.948848654826483","-12.948848654826483","-12.948848654826483"
"866","-12.935612459977468","-12.935612459977468","-12.935612459977468","-12.803097993135452","-12.803097993135452","-12.803097993135452","-12.899602512518564","-12.899602512518564","-12.899602512518564","-12.914630681276321","-12.914630681276321","-12.914630681276321","-12.94886807600657","-12.94886807600657","-12.94886807600657"
"867","-12.933789799610773","-12.933789799610773","-12.933789799610773","-12.802969495455423","-12.802969495455423","-12.802969495455423","-12.898934741814932","-12.898934741814932","-12.898934741814932","-12.915296763181686","-12.915296763181686","-12.915296763181686","-12.947362770636877","-12.947362770636877","-12.947362770636877"
"868","-12.934320122003555","-12.934320122003555","-12.934320122003555","-12.802483956019083","-12.802483956019083","-12.802483956019083","-12.898029456535975","-12.898029456535975","-12.898029456535975","-12.91549801826477","-12.91549801826477","-12.91549801826477","-12.947531084219614","-12.947531084219614","-12.947531084219614"
"869","-12.93814131617546","-12.93814131617546","-12.93814131617546","-12.803074767192205","-12.803074767192205","-12.803074767192205","-12.898345371087393","-12.898345371087393","-12.898345371087393","-12.916381905476252","-12.916381905476252","-12.916381905476252","-12.948937316735586","-12.948937316735586","-12.948937316735586"
"870","-12.936581830183664","-12.936581830183664","-12.936581830183664","-12.803182075421015","-12.803182075421015","-12.803182075421015","-12.899421006441116","-12.899421006441116","-12.899421006441116","-12.917600641647974","-12.917600641647974","-12.917600641647974","-12.948846966028214","-12.948846966028214","-12.948846966028214"
"871","-12.937105725208918","-12.937105725208918","-12.937105725208918","-12.802509019772211","-12.802509019772211","-12.802509019772211","-12.89969085653623","-12.89969085653623","-12.89969085653623","-12.916730225086212","-12.916730225086212","-12.916730225086212","-12.950113167365393","-12.950113167365393","-12.950113167365393"
"872","-12.93629801273346","-12.93629801273346","-12.93629801273346","-12.802329301834106","-12.802329301834106","-12.802329301834106","-12.898530234893164","-12.898530234893164","-12.898530234893164","-12.918542275826136","-12.918542275826136","-12.918542275826136","-12.95009046792984","-12.95009046792984","-12.95009046792984"
"873","-12.936300665140152","-12.936300665140152","-12.936300665140152","-12.802527179320654","-12.802527179320654","-12.802527179320654","-12.898681799570719","-12.898681799570719","-12.898681799570719","-12.917883982261023","-12.917883982261023","-12.917883982261023","-12.950338184833527","-12.950338184833527","-12.950338184833527"
"874","-12.93529545267423","-12.93529545267423","-12.93529545267423","-12.80245354771614","-12.80245354771614","-12.80245354771614","-12.898259311914444","-12.898259311914444","-12.898259311914444","-12.917381952206293","-12.917381952206293","-12.917381952206293","-12.951234936714172","-12.951234936714172","-12.951234936714172"
"875","-12.938310583432516","-12.938310583432516","-12.938310583432516","-12.802538762489954","-12.802538762489954","-12.802538762489954","-12.90043901403745","-12.90043901403745","-12.90043901403745","-12.916451662778854","-12.916451662778854","-12.916451662778854","-12.951695541540781","-12.951695541540781","-12.951695541540781"
"876","-12.937296787897745","-12.937296787897745","-12.937296787897745","-12.801340421040853","-12.801340421040853","-12.801340421040853","-12.89906640847524","-12.89906640847524","-12.89906640847524","-12.915852536757788","-12.915852536757788","-12.915852536757788","-12.94880979259809","-12.94880979259809","-12.94880979259809"
"877","-12.938770562410355","-12.938770562410355","-12.938770562410355","-12.801345030466715","-12.801345030466715","-12.801345030466715","-12.898442884286245","-12.898442884286245","-12.898442884286245","-12.916638741890589","-12.916638741890589","-12.916638741890589","-12.94501926501592","-12.94501926501592","-12.94501926501592"
"878","-12.93836435675621","-12.93836435675621","-12.93836435675621","-12.801328639189402","-12.801328639189402","-12.801328639189402","-12.898921608924866","-12.898921608924866","-12.898921608924866","-12.916366249322891","-12.916366249322891","-12.916366249322891","-12.94592602054278","-12.94592602054278","-12.94592602054278"
"879","-12.939336131016413","-12.939336131016413","-12.939336131016413","-12.802114198605219","-12.802114198605219","-12.802114198605219","-12.899495949347815","-12.899495949347815","-12.899495949347815","-12.91572591662407","-12.91572591662407","-12.91572591662407","-12.947211921215057","-12.947211921215057","-12.947211921215057"
"880","-12.939805607000986","-12.939805607000986","-12.939805607000986","-12.802249083916346","-12.802249083916346","-12.802249083916346","-12.898432364066442","-12.898432364066442","-12.898432364066442","-12.915416498978933","-12.915416498978933","-12.915416498978933","-12.948278864224752","-12.948278864224752","-12.948278864224752"
"881","-12.939977506796518","-12.939977506796518","-12.939977506796518","-12.802980333566666","-12.802980333566666","-12.802980333566666","-12.896225978930792","-12.896225978930792","-12.896225978930792","-12.913863132397333","-12.913863132397333","-12.913863132397333","-12.950361599524816","-12.950361599524816","-12.950361599524816"
"882","-12.939650783936182","-12.939650783936182","-12.939650783936182","-12.80240586400032","-12.80240586400032","-12.80240586400032","-12.898427158594131","-12.898427158594131","-12.898427158594131","-12.914789199829102","-12.914789199829102","-12.914789199829102","-12.94954600930214","-12.94954600930214","-12.94954600930214"
"883","-12.940748830636343","-12.940748830636343","-12.940748830636343","-12.80337824424108","-12.80337824424108","-12.80337824424108","-12.896858135859171","-12.896858135859171","-12.896858135859171","-12.91665729880333","-12.91665729880333","-12.91665729880333","-12.951903820037842","-12.951903820037842","-12.951903820037842"
"884","-12.940242290496826","-12.940242290496826","-12.940242290496826","-12.80359305938085","-12.80359305938085","-12.80359305938085","-12.897732893625895","-12.897732893625895","-12.897732893625895","-12.917973399162292","-12.917973399162292","-12.917973399162292","-12.951951930920282","-12.951951930920282","-12.951951930920282"
"885","-12.939709643522898","-12.939709643522898","-12.939709643522898","-12.803465733925501","-12.803465733925501","-12.803465733925501","-12.894879400730133","-12.894879400730133","-12.894879400730133","-12.917932987213135","-12.917932987213135","-12.917932987213135","-12.952931066354116","-12.952931066354116","-12.952931066354116"
"886","-12.937865187724432","-12.937865187724432","-12.937865187724432","-12.803940494855246","-12.803940494855246","-12.803940494855246","-12.896796574195227","-12.896796574195227","-12.896796574195227","-12.91818285981814","-12.91818285981814","-12.91818285981814","-12.95259322722753","-12.95259322722753","-12.95259322722753"
"887","-12.94009581208229","-12.94009581208229","-12.94009581208229","-12.804687728484472","-12.804687728484472","-12.804687728484472","-12.895055959622065","-12.895055959622065","-12.895055959622065","-12.916530261437098","-12.916530261437098","-12.916530261437098","-12.949748824040094","-12.949748824040094","-12.949748824040094"
"888","-12.938572098811468","-12.938572098811468","-12.938572098811468","-12.804920494556427","-12.804920494556427","-12.804920494556427","-12.895027329524359","-12.895027329524359","-12.895027329524359","-12.917777915795645","-12.917777915795645","-12.917777915795645","-12.949180990457535","-12.949180990457535","-12.949180990457535"
