"Step","UnsupervisedLearning1 - Loss/train","UnsupervisedLearning1 - Loss/train__MIN","UnsupervisedLearning1 - Loss/train__MAX"
"1625","-12.978977779547373","-12.978977779547373","-12.978977779547373"
"1626","-12.980264673630396","-12.980264673630396","-12.980264673630396"
"1627","-12.978797356287638","-12.978797356287638","-12.978797356287638"
"1628","-12.977491150299707","-12.977491150299707","-12.977491150299707"
"1629","-12.97622612118721","-12.97622612118721","-12.97622612118721"
"1630","-12.977283467849096","-12.977283467849096","-12.977283467849096"
"1631","-12.97652288277944","-12.97652288277944","-12.97652288277944"
"1632","-12.977782130241394","-12.977782130241394","-12.977782130241394"
"1633","-12.977927654981613","-12.977927654981613","-12.977927654981613"
"1634","-12.979078123966852","-12.979078123966852","-12.979078123966852"
"1635","-12.979276686906815","-12.979276686906815","-12.979276686906815"
"1636","-12.980294972658157","-12.980294972658157","-12.980294972658157"
"1637","-12.980227847894033","-12.980227847894033","-12.980227847894033"
"1638","-12.978968342145285","-12.978968342145285","-12.978968342145285"
"1639","-12.979741563399633","-12.979741563399633","-12.979741563399633"
"1640","-12.979303081830343","-12.979303081830343","-12.979303081830343"
"1641","-12.980836351712545","-12.980836351712545","-12.980836351712545"
"1642","-12.979235182205835","-12.979235182205835","-12.979235182205835"
"1643","-12.979241957267126","-12.979241957267126","-12.979241957267126"
"1644","-12.979383140802383","-12.979383140802383","-12.979383140802383"
"1645","-12.979199767112732","-12.979199767112732","-12.979199767112732"
"1646","-12.979935844739279","-12.979935844739279","-12.979935844739279"
"1647","-12.979100147883097","-12.979100147883097","-12.979100147883097"
"1648","-12.975221564372381","-12.975221564372381","-12.975221564372381"
"1649","-12.976931343475977","-12.976931343475977","-12.976931343475977"
"1650","-12.977576722701391","-12.977576722701391","-12.977576722701391"
"1651","-12.977488199869791","-12.977488199869791","-12.977488199869791"
"1652","-12.980253368616104","-12.980253368616104","-12.980253368616104"
"1653","-12.980997095505396","-12.980997095505396","-12.980997095505396"
"1654","-12.982095976670584","-12.982095976670584","-12.982095976670584"
"1655","-12.980374763409296","-12.980374763409296","-12.980374763409296"
"1656","-12.979205896457037","-12.979205896457037","-12.979205896457037"
"1657","-12.978546371062597","-12.978546371062597","-12.978546371062597"
"1658","-12.976236879825592","-12.976236879825592","-12.976236879825592"
"1659","-12.977131654818853","-12.977131654818853","-12.977131654818853"
"1660","-12.978337605794271","-12.978337605794271","-12.978337605794271"
"1661","-12.980249752600988","-12.980249752600988","-12.980249752600988"
"1662","-12.979496051867804","-12.979496051867804","-12.979496051867804"
"1663","-12.979662309090296","-12.979662309090296","-12.979662309090296"
"1664","-12.979677448670069","-12.979677448670069","-12.979677448670069"
"1665","-12.98073297739029","-12.98073297739029","-12.98073297739029"
"1666","-12.979361285765966","-12.979361285765966","-12.979361285765966"
"1667","-12.980542172988256","-12.980542172988256","-12.980542172988256"
"1668","-12.979596535364786","-12.979596535364786","-12.979596535364786"
"1669","-12.979951113462448","-12.979951113462448","-12.979951113462448"
"1670","-12.980353951454163","-12.980353951454163","-12.980353951454163"
"1671","-12.981392075618109","-12.981392075618109","-12.981392075618109"
"1672","-12.981677830219269","-12.981677830219269","-12.981677830219269"
"1673","-12.981378465890884","-12.981378465890884","-12.981378465890884"
"1674","-12.980687151352564","-12.980687151352564","-12.980687151352564"
"1675","-12.978845854600271","-12.978845854600271","-12.978845854600271"
"1676","-12.977176556984583","-12.977176556984583","-12.977176556984583"
"1677","-12.97931683063507","-12.97931683063507","-12.97931683063507"
"1678","-12.979151924451193","-12.979151924451193","-12.979151924451193"
"1679","-12.981215337912241","-12.981215337912241","-12.981215337912241"
"1680","-12.97887471318245","-12.97887471318245","-12.97887471318245"
"1681","-12.976617614428202","-12.976617614428202","-12.976617614428202"
"1682","-12.977758367856344","-12.977758367856344","-12.977758367856344"
"1683","-12.978652209043503","-12.978652209043503","-12.978652209043503"
"1684","-12.97985146443049","-12.97985146443049","-12.97985146443049"
"1685","-12.979530135790506","-12.979530135790506","-12.979530135790506"
"1686","-12.975864281256994","-12.975864281256994","-12.975864281256994"
"1687","-12.976358393828074","-12.976358393828074","-12.976358393828074"
"1688","-12.976630260547003","-12.976630260547003","-12.976630260547003"
"1689","-12.976037671168646","-12.976037671168646","-12.976037671168646"
"1690","-12.976893077294031","-12.976893077294031","-12.976893077294031"
"1691","-12.97941650946935","-12.97941650946935","-12.97941650946935"
"1692","-12.97971573472023","-12.97971573472023","-12.97971573472023"
"1693","-12.979645619789759","-12.979645619789759","-12.979645619789759"
"1694","-12.98039448261261","-12.98039448261261","-12.98039448261261"
"1695","-12.976802478233973","-12.976802478233973","-12.976802478233973"
"1696","-12.980447878440222","-12.980447878440222","-12.980447878440222"
"1697","-12.979376673698425","-12.979376673698425","-12.979376673698425"
"1698","-12.980509847402573","-12.980509847402573","-12.980509847402573"
"1699","-12.981409221887589","-12.981409221887589","-12.981409221887589"
"1700","-12.980981240669886","-12.980981240669886","-12.980981240669886"
"1701","-12.981978833675385","-12.981978833675385","-12.981978833675385"
"1702","-12.983676811059317","-12.983676811059317","-12.983676811059317"
"1703","-12.982495903968811","-12.982495903968811","-12.982495903968811"
"1704","-12.982231269280115","-12.982231269280115","-12.982231269280115"
"1705","-12.98125950495402","-12.98125950495402","-12.98125950495402"
"1706","-12.982028643290201","-12.982028643290201","-12.982028643290201"
"1707","-12.982987234989801","-12.982987234989801","-12.982987234989801"
"1708","-12.982464591662088","-12.982464591662088","-12.982464591662088"
"1709","-12.980781684319178","-12.980781684319178","-12.980781684319178"
"1710","-12.980485677719116","-12.980485677719116","-12.980485677719116"
"1711","-12.981204330921173","-12.981204330921173","-12.981204330921173"
"1712","-12.982263594865799","-12.982263594865799","-12.982263594865799"
"1713","-12.981184383233389","-12.981184383233389","-12.981184383233389"
"1714","-12.98240069548289","-12.98240069548289","-12.98240069548289"
"1715","-12.980771114428839","-12.980771114428839","-12.980771114428839"
"1716","-12.979570716619492","-12.979570716619492","-12.979570716619492"
"1717","-12.981845796108246","-12.981845796108246","-12.981845796108246"
"1718","-12.979445964097977","-12.979445964097977","-12.979445964097977"
"1719","-12.979877909024557","-12.979877909024557","-12.979877909024557"
"1720","-12.98227803905805","-12.98227803905805","-12.98227803905805"
"1721","-12.981596599022547","-12.981596599022547","-12.981596599022547"
"1722","-12.978801935911179","-12.978801935911179","-12.978801935911179"
"1723","-12.97999476393064","-12.97999476393064","-12.97999476393064"
"1724","-12.98189123471578","-12.98189123471578","-12.98189123471578"
"1725","-12.981563955545425","-12.981563955545425","-12.981563955545425"
"1726","-12.981905659039816","-12.981905659039816","-12.981905659039816"
"1727","-12.980717897415161","-12.980717897415161","-12.980717897415161"
"1728","-12.980282555023829","-12.980282555023829","-12.980282555023829"
"1729","-12.9802618821462","-12.9802618821462","-12.9802618821462"
"1730","-12.982099135716757","-12.982099135716757","-12.982099135716757"
"1731","-12.984155436356863","-12.984155436356863","-12.984155436356863"
"1732","-12.983467251062393","-12.983467251062393","-12.983467251062393"
"1733","-12.981036802132925","-12.981036802132925","-12.981036802132925"
"1734","-12.979573587576548","-12.979573587576548","-12.979573587576548"
"1735","-12.978320479393005","-12.978320479393005","-12.978320479393005"
"1736","-12.974446733792623","-12.974446733792623","-12.974446733792623"
"1737","-12.975641518831253","-12.975641518831253","-12.975641518831253"
"1738","-12.977625419696173","-12.977625419696173","-12.977625419696173"
"1739","-12.978345175584158","-12.978345175584158","-12.978345175584158"
"1740","-12.978700190782547","-12.978700190782547","-12.978700190782547"
"1741","-12.978170504172644","-12.978170504172644","-12.978170504172644"
"1742","-12.979367554187775","-12.979367554187775","-12.979367554187775"
"1743","-12.979092339674631","-12.979092339674631","-12.979092339674631"
"1744","-12.978117932875952","-12.978117932875952","-12.978117932875952"
"1745","-12.978758255640665","-12.978758255640665","-12.978758255640665"
"1746","-12.979060540596643","-12.979060540596643","-12.979060540596643"
"1747","-12.98050265510877","-12.98050265510877","-12.98050265510877"
"1748","-12.98114667336146","-12.98114667336146","-12.98114667336146"
"1749","-12.979499330123266","-12.979499330123266","-12.979499330123266"
"1750","-12.97795065244039","-12.97795065244039","-12.97795065244039"
"1751","-12.978079865376154","-12.978079865376154","-12.978079865376154"
"1752","-12.980235169331232","-12.980235169331232","-12.980235169331232"
"1753","-12.9811099867026","-12.9811099867026","-12.9811099867026"
"1754","-12.982291102409363","-12.982291102409363","-12.982291102409363"
"1755","-12.982576062281927","-12.982576062281927","-12.982576062281927"
"1756","-12.983614305655161","-12.983614305655161","-12.983614305655161"
"1757","-12.982557773590088","-12.982557773590088","-12.982557773590088"
"1758","-12.983892848094305","-12.983892848094305","-12.983892848094305"
"1759","-12.982693245013555","-12.982693245013555","-12.982693245013555"
"1760","-12.98115966717402","-12.98115966717402","-12.98115966717402"
"1761","-12.978664577007294","-12.978664577007294","-12.978664577007294"
"1762","-12.979941745599112","-12.979941745599112","-12.979941745599112"
"1763","-12.980144381523132","-12.980144381523132","-12.980144381523132"
"1764","-12.979871680339178","-12.979871680339178","-12.979871680339178"
"1765","-12.981449007987976","-12.981449007987976","-12.981449007987976"
"1766","-12.981012831131617","-12.981012831131617","-12.981012831131617"
"1767","-12.98403345545133","-12.98403345545133","-12.98403345545133"
"1768","-12.982916901508966","-12.982916901508966","-12.982916901508966"
"1769","-12.980639517307281","-12.980639517307281","-12.980639517307281"
"1770","-12.980153729518255","-12.980153729518255","-12.980153729518255"
"1771","-12.979777723550797","-12.979777723550797","-12.979777723550797"
"1772","-12.980652958154678","-12.980652958154678","-12.980652958154678"
"1773","-12.979980727036795","-12.979980727036795","-12.979980727036795"
"1774","-12.98126870393753","-12.98126870393753","-12.98126870393753"
"1775","-12.979813347260157","-12.979813347260157","-12.979813347260157"
"1776","-12.980521152416864","-12.980521152416864","-12.980521152416864"
"1777","-12.981869161128998","-12.981869161128998","-12.981869161128998"
"1778","-12.982147375742594","-12.982147375742594","-12.982147375742594"
"1779","-12.981925209363302","-12.981925209363302","-12.981925209363302"
"1780","-12.979372471570969","-12.979372471570969","-12.979372471570969"
"1781","-12.980349938074747","-12.980349938074747","-12.980349938074747"
"1782","-12.980873932441076","-12.980873932441076","-12.980873932441076"
"1783","-12.979151010513306","-12.979151010513306","-12.979151010513306"
"1784","-12.980125864346823","-12.980125864346823","-12.980125864346823"
"1785","-12.981592526038488","-12.981592526038488","-12.981592526038488"
"1786","-12.982379168272018","-12.982379168272018","-12.982379168272018"
"1787","-12.983349154392878","-12.983349154392878","-12.983349154392878"
"1788","-12.982124457756678","-12.982124457756678","-12.982124457756678"
"1789","-12.981273005406061","-12.981273005406061","-12.981273005406061"
"1790","-12.980671028296152","-12.980671028296152","-12.980671028296152"
"1791","-12.981861193974813","-12.981861193974813","-12.981861193974813"
"1792","-12.98165794213613","-12.98165794213613","-12.98165794213613"
"1793","-12.982997804880142","-12.982997804880142","-12.982997804880142"
"1794","-12.983392934004465","-12.983392934004465","-12.983392934004465"
"1795","-12.985734701156616","-12.985734701156616","-12.985734701156616"
"1796","-12.985563625892004","-12.985563625892004","-12.985563625892004"
"1797","-12.986494183540344","-12.986494183540344","-12.986494183540344"
"1798","-12.986571222543716","-12.986571222543716","-12.986571222543716"
"1799","-12.98575422167778","-12.98575422167778","-12.98575422167778"
"1800","-12.985574324925741","-12.985574324925741","-12.985574324925741"
"1801","-12.98496663570404","-12.98496663570404","-12.98496663570404"
"1802","-12.984898885091146","-12.984898885091146","-12.984898885091146"
"1803","-12.985184450944265","-12.985184450944265","-12.985184450944265"
"1804","-12.985350092252096","-12.985350092252096","-12.985350092252096"
"1805","-12.983475536108017","-12.983475536108017","-12.983475536108017"
"1806","-12.982594529787699","-12.982594529787699","-12.982594529787699"
"1807","-12.982177197933197","-12.982177197933197","-12.982177197933197"
"1808","-12.9797722697258","-12.9797722697258","-12.9797722697258"
"1809","-12.980311493078867","-12.980311493078867","-12.980311493078867"
"1810","-12.97971624135971","-12.97971624135971","-12.97971624135971"
"1811","-12.978916098674139","-12.978916098674139","-12.978916098674139"
"1812","-12.977274477481842","-12.977274477481842","-12.977274477481842"
"1813","-12.97807831565539","-12.97807831565539","-12.97807831565539"
"1814","-12.979961882034937","-12.979961882034937","-12.979961882034937"
"1815","-12.97989085316658","-12.97989085316658","-12.97989085316658"
"1816","-12.98045140504837","-12.98045140504837","-12.98045140504837"
"1817","-12.981627116600672","-12.981627116600672","-12.981627116600672"
"1818","-12.982401639223099","-12.982401639223099","-12.982401639223099"
"1819","-12.984787543614706","-12.984787543614706","-12.984787543614706"
"1820","-12.983807384967804","-12.983807384967804","-12.983807384967804"
"1821","-12.981535484393438","-12.981535484393438","-12.981535484393438"
"1822","-12.982710987329483","-12.982710987329483","-12.982710987329483"
"1823","-12.98378582795461","-12.98378582795461","-12.98378582795461"
"1824","-12.984620809555054","-12.984620809555054","-12.984620809555054"
"1825","-12.984708696603775","-12.984708696603775","-12.984708696603775"
"1826","-12.984397202730179","-12.984397202730179","-12.984397202730179"
"1827","-12.984268327554068","-12.984268327554068","-12.984268327554068"
"1828","-12.9844351708889","-12.9844351708889","-12.9844351708889"
"1829","-12.986085911591848","-12.986085911591848","-12.986085911591848"
"1830","-12.985029816627502","-12.985029816627502","-12.985029816627502"
"1831","-12.986360808213552","-12.986360808213552","-12.986360808213552"
"1832","-12.984847982724508","-12.984847982724508","-12.984847982724508"
"1833","-12.986800988515219","-12.986800988515219","-12.986800988515219"
"1834","-12.986263225475946","-12.986263225475946","-12.986263225475946"
"1835","-12.985688716173172","-12.985688716173172","-12.985688716173172"
"1836","-12.987035632133484","-12.987035632133484","-12.987035632133484"
"1837","-12.98498789469401","-12.98498789469401","-12.98498789469401"
"1838","-12.986609876155853","-12.986609876155853","-12.986609876155853"
"1839","-12.987258692582449","-12.987258692582449","-12.987258692582449"
"1840","-12.985915670792261","-12.985915670792261","-12.985915670792261"
"1841","-12.98496209581693","-12.98496209581693","-12.98496209581693"
"1842","-12.985411137342453","-12.985411137342453","-12.985411137342453"
"1843","-12.985472937424978","-12.985472937424978","-12.985472937424978"
"1844","-12.985096295674643","-12.985096295674643","-12.985096295674643"
"1845","-12.985255579153696","-12.985255579153696","-12.985255579153696"
"1846","-12.98460473616918","-12.98460473616918","-12.98460473616918"
"1847","-12.984661231438318","-12.984661231438318","-12.984661231438318"
"1848","-12.985674619674683","-12.985674619674683","-12.985674619674683"
"1849","-12.985713104406992","-12.985713104406992","-12.985713104406992"
"1850","-12.984286735455195","-12.984286735455195","-12.984286735455195"
"1851","-12.984182198842367","-12.984182198842367","-12.984182198842367"
"1852","-12.984663118918737","-12.984663118918737","-12.984663118918737"
"1853","-12.98368372519811","-12.98368372519811","-12.98368372519811"
"1854","-12.984721054633459","-12.984721054633459","-12.984721054633459"
"1855","-12.983157843351364","-12.983157843351364","-12.983157843351364"
"1856","-12.980554739634195","-12.980554739634195","-12.980554739634195"
"1857","-12.982676357030869","-12.982676357030869","-12.982676357030869"
"1858","-12.982144206762314","-12.982144206762314","-12.982144206762314"
"1859","-12.984352042277655","-12.984352042277655","-12.984352042277655"
"1860","-12.982618987560272","-12.982618987560272","-12.982618987560272"
"1861","-12.981038401524225","-12.981038401524225","-12.981038401524225"
"1862","-12.979525883992514","-12.979525883992514","-12.979525883992514"
"1863","-12.978205094734827","-12.978205094734827","-12.978205094734827"
"1864","-12.978681037823359","-12.978681037823359","-12.978681037823359"
"1865","-12.978621343771616","-12.978621343771616","-12.978621343771616"
"1866","-12.97680946191152","-12.97680946191152","-12.97680946191152"
"1867","-12.978495498498281","-12.978495498498281","-12.978495498498281"
"1868","-12.980951458215714","-12.980951458215714","-12.980951458215714"
"1869","-12.98195187250773","-12.98195187250773","-12.98195187250773"
"1870","-12.981877932945887","-12.981877932945887","-12.981877932945887"
"1871","-12.982782950003942","-12.982782950003942","-12.982782950003942"
"1872","-12.980882813533148","-12.980882813533148","-12.980882813533148"
"1873","-12.982657849788666","-12.982657849788666","-12.982657849788666"
"1874","-12.983435213565826","-12.983435213565826","-12.983435213565826"
"1875","-12.985830515623093","-12.985830515623093","-12.985830515623093"
"1876","-12.984040776888529","-12.984040776888529","-12.984040776888529"
"1877","-12.985213736693064","-12.985213736693064","-12.985213736693064"
"1878","-12.985758264859518","-12.985758264859518","-12.985758264859518"
"1879","-12.987824946641922","-12.987824946641922","-12.987824946641922"
"1880","-12.986448725064596","-12.986448725064596","-12.986448725064596"
"1881","-12.985419889291128","-12.985419889291128","-12.985419889291128"
"1882","-12.98588627576828","-12.98588627576828","-12.98588627576828"
"1883","-12.986159771680832","-12.986159771680832","-12.986159771680832"
"1884","-12.984409670035044","-12.984409670035044","-12.984409670035044"
"1885","-12.983297934134802","-12.983297934134802","-12.983297934134802"
"1886","-12.984665284554163","-12.984665284554163","-12.984665284554163"
"1887","-12.98557510972023","-12.98557510972023","-12.98557510972023"
"1888","-12.98568864663442","-12.98568864663442","-12.98568864663442"
"1889","-12.985195914904276","-12.985195914904276","-12.985195914904276"
"1890","-12.986481587092081","-12.986481587092081","-12.986481587092081"
"1891","-12.987743894259134","-12.987743894259134","-12.987743894259134"
"1892","-12.984898914893469","-12.984898914893469","-12.984898914893469"
"1893","-12.984432190656662","-12.984432190656662","-12.984432190656662"
"1894","-12.985866894324621","-12.985866894324621","-12.985866894324621"
"1895","-12.984039654334387","-12.984039654334387","-12.984039654334387"
"1896","-12.984208156665167","-12.984208156665167","-12.984208156665167"
"1897","-12.983651121457418","-12.983651121457418","-12.983651121457418"
"1898","-12.982921918233236","-12.982921918233236","-12.982921918233236"
"1899","-12.984052697817484","-12.984052697817484","-12.984052697817484"
"1900","-12.985229402780533","-12.985229402780533","-12.985229402780533"
"1901","-12.98709965745608","-12.98709965745608","-12.98709965745608"
"1902","-12.986049522956213","-12.986049522956213","-12.986049522956213"
"1903","-12.984582384427389","-12.984582384427389","-12.984582384427389"
"1904","-12.986063619454702","-12.986063619454702","-12.986063619454702"
"1905","-12.985825220743815","-12.985825220743815","-12.985825220743815"
"1906","-12.986097375551859","-12.986097375551859","-12.986097375551859"
"1907","-12.98525365193685","-12.98525365193685","-12.98525365193685"
"1908","-12.985074778397879","-12.985074778397879","-12.985074778397879"
"1909","-12.98434137304624","-12.98434137304624","-12.98434137304624"
"1910","-12.982672651608786","-12.982672651608786","-12.982672651608786"
"1911","-12.98481977979342","-12.98481977979342","-12.98481977979342"
"1912","-12.989041537046432","-12.989041537046432","-12.989041537046432"
"1913","-12.987587173779806","-12.987587173779806","-12.987587173779806"
"1914","-12.986997961997986","-12.986997961997986","-12.986997961997986"
"1915","-12.987397889296213","-12.987397889296213","-12.987397889296213"
"1916","-12.98779292901357","-12.98779292901357","-12.98779292901357"
"1917","-12.986990521351496","-12.986990521351496","-12.986990521351496"
"1918","-12.986219416062037","-12.986219416062037","-12.986219416062037"
"1919","-12.987330933411917","-12.987330933411917","-12.987330933411917"
"1920","-12.987267404794693","-12.987267404794693","-12.987267404794693"
"1921","-12.988818228244781","-12.988818228244781","-12.988818228244781"
"1922","-12.98851185043653","-12.98851185043653","-12.98851185043653"
"1923","-12.988784273465475","-12.988784273465475","-12.988784273465475"
"1924","-12.989938586950302","-12.989938586950302","-12.989938586950302"
"1925","-12.98879791299502","-12.98879791299502","-12.98879791299502"
"1926","-12.98955143491427","-12.98955143491427","-12.98955143491427"
"1927","-12.989545543988546","-12.989545543988546","-12.989545543988546"
"1928","-12.990552653868994","-12.990552653868994","-12.990552653868994"
"1929","-12.991096496582031","-12.991096496582031","-12.991096496582031"
"1930","-12.990359604358673","-12.990359604358673","-12.990359604358673"
"1931","-12.9891224304835","-12.9891224304835","-12.9891224304835"
"1932","-12.987997104724249","-12.987997104724249","-12.987997104724249"
"1933","-12.987202733755112","-12.987202733755112","-12.987202733755112"
"1934","-12.986489613850912","-12.986489613850912","-12.986489613850912"
"1935","-12.985312680403391","-12.985312680403391","-12.985312680403391"
"1936","-12.9872305393219","-12.9872305393219","-12.9872305393219"
"1937","-12.989042947689692","-12.989042947689692","-12.989042947689692"
"1938","-12.989446292320887","-12.989446292320887","-12.989446292320887"
"1939","-12.989942699670792","-12.989942699670792","-12.989942699670792"
"1940","-12.987684279680252","-12.987684279680252","-12.987684279680252"
"1941","-12.989892572164536","-12.989892572164536","-12.989892572164536"
"1942","-12.989768097798029","-12.989768097798029","-12.989768097798029"
"1943","-12.98804866274198","-12.98804866274198","-12.98804866274198"
"1944","-12.988754679759344","-12.988754679759344","-12.988754679759344"
"1945","-12.987401922543844","-12.987401922543844","-12.987401922543844"
"1946","-12.986358225345612","-12.986358225345612","-12.986358225345612"
"1947","-12.98344095547994","-12.98344095547994","-12.98344095547994"
"1948","-12.98543847600619","-12.98543847600619","-12.98543847600619"
"1949","-12.985755066076914","-12.985755066076914","-12.985755066076914"
"1950","-12.986948569615683","-12.986948569615683","-12.986948569615683"
"1951","-12.987751930952072","-12.987751930952072","-12.987751930952072"
"1952","-12.987630049387613","-12.987630049387613","-12.987630049387613"
"1953","-12.990027070045471","-12.990027070045471","-12.990027070045471"
"1954","-12.989828258752823","-12.989828258752823","-12.989828258752823"
"1955","-12.98762015501658","-12.98762015501658","-12.98762015501658"
"1956","-12.987378269433975","-12.987378269433975","-12.987378269433975"
"1957","-12.98850647608439","-12.98850647608439","-12.98850647608439"
"1958","-12.989596019188562","-12.989596019188562","-12.989596019188562"
"1959","-12.990098625421524","-12.990098625421524","-12.990098625421524"
"1960","-12.992292066415152","-12.992292066415152","-12.992292066415152"
"1961","-12.992155899604162","-12.992155899604162","-12.992155899604162"
"1962","-12.988193492094675","-12.988193492094675","-12.988193492094675"
"1963","-12.989659746487936","-12.989659746487936","-12.989659746487936"
"1964","-12.990093479553858","-12.990093479553858","-12.990093479553858"
"1965","-12.98883189757665","-12.98883189757665","-12.98883189757665"
"1966","-12.98816137512525","-12.98816137512525","-12.98816137512525"
"1967","-12.989188899596533","-12.989188899596533","-12.989188899596533"
"1968","-12.98769066731135","-12.98769066731135","-12.98769066731135"
"1969","-12.986735731363297","-12.986735731363297","-12.986735731363297"
"1970","-12.987268676360449","-12.987268676360449","-12.987268676360449"
"1971","-12.987454821666082","-12.987454821666082","-12.987454821666082"
"1972","-12.98926908771197","-12.98926908771197","-12.98926908771197"
"1973","-12.988930950562159","-12.988930950562159","-12.988930950562159"
"1974","-12.988220423460007","-12.988220423460007","-12.988220423460007"
"1975","-12.987448970476786","-12.987448970476786","-12.987448970476786"
"1976","-12.987711399793625","-12.987711399793625","-12.987711399793625"
"1977","-12.98500324289004","-12.98500324289004","-12.98500324289004"
"1978","-12.985412657260895","-12.985412657260895","-12.985412657260895"
"1979","-12.98733389377594","-12.98733389377594","-12.98733389377594"
"1980","-12.987908800443014","-12.987908800443014","-12.987908800443014"
"1981","-12.987739016612371","-12.987739016612371","-12.987739016612371"
"1982","-12.98757400115331","-12.98757400115331","-12.98757400115331"
"1983","-12.99036169052124","-12.99036169052124","-12.99036169052124"
"1984","-12.989464273055395","-12.989464273055395","-12.989464273055395"
"1985","-12.988108774026236","-12.988108774026236","-12.988108774026236"
"1986","-12.989495724439621","-12.989495724439621","-12.989495724439621"
"1987","-12.989885737498602","-12.989885737498602","-12.989885737498602"
"1988","-12.98862541715304","-12.98862541715304","-12.98862541715304"
"1989","-12.989098896582922","-12.989098896582922","-12.989098896582922"
"1990","-12.987532277901968","-12.987532277901968","-12.987532277901968"
"1991","-12.989759415388107","-12.989759415388107","-12.989759415388107"
"1992","-12.989406754573187","-12.989406754573187","-12.989406754573187"
"1993","-12.989088704188665","-12.989088704188665","-12.989088704188665"
"1994","-12.988819072643915","-12.988819072643915","-12.988819072643915"
"1995","-12.989323318004608","-12.989323318004608","-12.989323318004608"
"1996","-12.989471087853113","-12.989471087853113","-12.989471087853113"
"1997","-12.988560726245245","-12.988560726245245","-12.988560726245245"
"1998","-12.98769274353981","-12.98769274353981","-12.98769274353981"
"1999","-12.9886325498422","-12.9886325498422","-12.9886325498422"
"2000","-12.988203803698221","-12.988203803698221","-12.988203803698221"
"2001","-12.989328344662985","-12.989328344662985","-12.989328344662985"
"2002","-12.990670531988144","-12.990670531988144","-12.990670531988144"
"2003","-12.990774740775427","-12.990774740775427","-12.990774740775427"
"2004","-12.989240288734436","-12.989240288734436","-12.989240288734436"
"2005","-12.989688456058502","-12.989688456058502","-12.989688456058502"
"2006","-12.990279903014502","-12.990279903014502","-12.990279903014502"
"2007","-12.989690144856771","-12.989690144856771","-12.989690144856771"
"2008","-12.986924449602762","-12.986924449602762","-12.986924449602762"
"2009","-12.986839244763056","-12.986839244763056","-12.986839244763056"
"2010","-12.988494843244553","-12.988494843244553","-12.988494843244553"
"2011","-12.987188120683035","-12.987188120683035","-12.987188120683035"
"2012","-12.987287739912668","-12.987287739912668","-12.987287739912668"
"2013","-12.989372789859772","-12.989372789859772","-12.989372789859772"
"2014","-12.987519631783167","-12.987519631783167","-12.987519631783167"
"2015","-12.987000356117884","-12.987000356117884","-12.987000356117884"
"2016","-12.989201337099075","-12.989201337099075","-12.989201337099075"
"2017","-12.988975783189138","-12.988975783189138","-12.988975783189138"
"2018","-12.987288653850555","-12.987288653850555","-12.987288653850555"
"2019","-12.988629420598349","-12.988629420598349","-12.988629420598349"
"2020","-12.988941063483557","-12.988941063483557","-12.988941063483557"
"2021","-12.988259126742681","-12.988259126742681","-12.988259126742681"
"2022","-12.988433132568995","-12.988433132568995","-12.988433132568995"
"2023","-12.987731178601583","-12.987731178601583","-12.987731178601583"
"2024","-12.987896054983139","-12.987896054983139","-12.987896054983139"
"2025","-12.988940884669622","-12.988940884669622","-12.988940884669622"
"2026","-12.988549848397573","-12.988549848397573","-12.988549848397573"
"2027","-12.988201598326365","-12.988201598326365","-12.988201598326365"
"2028","-12.988993048667908","-12.988993048667908","-12.988993048667908"
"2029","-12.987101435661316","-12.987101435661316","-12.987101435661316"
"2030","-12.988603134950003","-12.988603134950003","-12.988603134950003"
"2031","-12.989687542120615","-12.989687542120615","-12.989687542120615"
"2032","-12.99011942744255","-12.99011942744255","-12.99011942744255"
"2033","-12.988901843627294","-12.988901843627294","-12.988901843627294"
"2034","-12.989459405342737","-12.989459405342737","-12.989459405342737"
"2035","-12.990578591823578","-12.990578591823578","-12.990578591823578"
"2036","-12.990640312433243","-12.990640312433243","-12.990640312433243"
"2037","-12.990550637245178","-12.990550637245178","-12.990550637245178"
"2038","-12.990627189477285","-12.990627189477285","-12.990627189477285"
"2039","-12.990711589654287","-12.990711589654287","-12.990711589654287"
"2040","-12.991521318753561","-12.991521318753561","-12.991521318753561"
"2041","-12.990319967269897","-12.990319967269897","-12.990319967269897"
"2042","-12.990111837784449","-12.990111837784449","-12.990111837784449"
"2043","-12.98992477854093","-12.98992477854093","-12.98992477854093"
"2044","-12.989948491255442","-12.989948491255442","-12.989948491255442"
"2045","-12.99067955215772","-12.99067955215772","-12.99067955215772"
"2046","-12.98831311861674","-12.98831311861674","-12.98831311861674"
"2047","-12.98945951461792","-12.98945951461792","-12.98945951461792"
"2048","-12.989045669635138","-12.989045669635138","-12.989045669635138"
"2049","-12.990140090386072","-12.990140090386072","-12.990140090386072"
"2050","-12.99046179652214","-12.99046179652214","-12.99046179652214"
"2051","-12.990938474734625","-12.990938474734625","-12.990938474734625"
"2052","-12.99022333820661","-12.99022333820661","-12.99022333820661"
"2053","-12.98933818936348","-12.98933818936348","-12.98933818936348"
"2054","-12.992192407449087","-12.992192407449087","-12.992192407449087"
"2055","-12.99043557047844","-12.99043557047844","-12.99043557047844"
"2056","-12.98778266708056","-12.98778266708056","-12.98778266708056"
"2057","-12.990347862243652","-12.990347862243652","-12.990347862243652"
"2058","-12.990916828314463","-12.990916828314463","-12.990916828314463"
"2059","-12.9913057188193","-12.9913057188193","-12.9913057188193"
